0.645,-66.5631097663466,-68.14912650180828,-55.98199420970489,-50.340708797294916,-46.60400612364637
0.65,-73.29990518887347,-63.41151331043732,-54.503237514076446,-49.54591084671341,-46.100139142005744
0.655,-92.76914184579253,-60.51897587468402,-53.31203383662534,-48.859816039961274,-45.65077827179674
0.66,-72.07166709873701,-58.46577426566944,-52.32346981335731,-48.25984209861214,-45.24705780301319
0.665,-66.68667869790008,-56.89303302901188,-51.4849254233757,-47.72959717440426,-44.88202531730339
0.67,-63.53375753887025,-55.631036692631845,-50.761618972612595,-47.256825428100065,-44.550139356987756
0.675,-61.331167125910746,-54.585975821007224,-50.12937979805358,-46.83213278595211,-44.246917905440384
0.68,-59.657030672223954,-53.70059387449327,-49.57074599183859,-46.44817646113233,-43.96868943692275
0.685,-58.31909194776366,-52.937377940104646,-49.07270567654733,-46.099108736725015,-43.71241242126824
0.69,-57.21358074275595,-52.27046160290372,-48.62532545291475,-45.78020834631105,-43.47554210981712
0.695,-56.27805142811237,-51.68121636653951,-48.220840192207916,-45.48761090953231,-43.25592743487282
0.7,-55.47202240561552,-51.15586614430272,-47.85309086404733,-45.218117395720334,-43.0517490730984
0.705,-54.767785888396865,-50.68387638563572,-47.517105484164105,-44.969052922420616,-42.86143119764983
0.71,-54.14550624210691,-50.257065099777485,-47.208817679891396,-44.738156957603266,-42.68362660308132
0.715,-53.59055332638468,-49.86894114135094,-46.9248642879564,-44.523519013344654,-42.517158748459885
0.72,-53.09181093392535,-49.514270752275536,-46.66243450683369,-44.323484166804704,-42.36101031153217
0.725,-52.64063937470862,-49.18877583840281,-46.41915860583508,-44.13663623772141,-42.21427705601929
0.73,-52.23021933715348,-48.88893938389626,-46.19301943334112,-43.961743506507474,-42.07617046156968
0.735,-51.85503825519132,-48.61179544150425,-45.98228974662831,-43.79773108853062,-41.94598990294846
0.74,-51.5106106328522,-48.35485976754089,-45.785479255523796,-43.64365621493701,-41.82311334931816
0.745,-51.19323069617427,-48.116016493308805,-45.60129362810828,-43.498688116592746,-41.7069856383563
0.75,-50.8998032801349,-47.89345392706616,-45.42860893816627,-43.3620894512092,-41.597110371388844
0.755,-50.62771911935201,-47.685608367220624,-45.26643032061669,-43.233213119115604,-41.49304168660683
0.76,-50.37476029222859,-47.491121871888055,-45.11388450777233,-43.111470439235724,-41.39437828193361
0.765,-50.139026983080754,-47.30881010563125,-44.97020659405826,-42.996341121630266,-41.30075592758334
0.77,-49.918880238615984,-47.13763396564993,-44.83470423416276,-42.88735907732715,-41.21184985689193
0.775,-49.71289707282044,-46.97667679301992,-44.706766478403004,-42.784100708633844,-41.12736075505552
0.78,-49.519835030031444,-46.82513146034289,-44.58584590105136,-42.68618592774989,-41.0470149543937
0.785,-49.338603853809175,-46.68227314307873,-44.471450684525145,-42.59327008570285,-40.970569291482015
0.79,-49.168242466688795,-46.54746037581922,-44.36313783697326,-42.505039534730216,-40.89779485522021
0.795,-49.007900006484704,-46.42011548069899,-44.26050737598733,-42.42121174331053,-40.82848587503573
0.8,-48.85682008796705,-46.299727253221064,-44.16319675908686,-42.34152490861044,-40.762452582423734
0.805,-48.71432772434747,-46.18582591081392,-44.070877572032366,-42.265741981109635,-40.699520994500595
0.81,-48.57981846228047,-46.07799135409035,-43.98325101886,-42.193648692450445,-40.63953202878844
0.815,-48.452749328759154,-45.97584321276485,-43.900044302980916,-42.12504331148858,-40.58233615024445
0.82,-48.33263122075885,-45.87903610323859,-43.82100822415018,-42.05974587614145,-40.52779800898372
0.825,-48.21902242870362,-45.7872557986662,-43.74591491790744,-41.99758558248219,-40.47579163743028
0.83,-48.11152306565988,-45.70021502990745,-43.67455593536069,-41.93840891163838,-40.4262006369331
0.835,-48.00977025223289,-45.61765485763404,-43.60674141828724,-41.88207319952792,-40.378917018838195
0.84,-47.913435924174344,-45.539333519424744,-43.54229048728669,-41.8284456894789,-40.33384131067757
0.845,-47.822215433604825,-45.465032666484255,-43.48104545586505,-41.77740724900954,-40.29088089169502
0.85,-47.7358359212012,-45.394551197958165,-43.42285532920854,-41.728843431014006,-40.249949373799126
0.855,-47.65404470134293,-45.32770447739203,-43.36758220874344,-41.68265002757057,-40.21096693647239
